0	0.00000000
1	0.00000000
2	0.00000000
3	0.00000000
4	0.00000000
5	0.00000000
6	0.00000000
7	0.00000000
8	0.00000000
9	0.00000000
10	0.00000000
11	0.00000000
12	0.00000000
13	0.00572132
14	0.03858093
15	0.03200898
16	0.03602872
17	0.03097515
18	0.03691633
19	0.04071401
20	0.04240421
21	0.03933514
22	0.03571284
23	0.03093824
24	0.02742319
25	0.02461914
26	0.02267451
27	0.02082761
28	0.02022139
29	0.01920373
30	0.01827119
31	0.01796465
32	0.02099572
33	0.02463834
34	0.02602678
35	0.02843074
36	0.02965422
37	0.02893102
38	0.02793103
39	0.02773845
40	0.02664019
41	0.02616343
42	0.02580264
43	0.02525536
44	0.02463114
45	0.02447099
46	0.02409824
47	0.02341645
48	0.02311702
49	0.02249948
50	0.02182347
51	0.02128974
52	0.02055151
53	0.01991867
54	0.01928231
55	0.01938093
56	0.01958544
57	0.01942001
58	0.01929046
59	0.01882889
60	0.01828327
61	0.01774545
62	0.01733996
63	0.01704622
64	0.01688090
65	0.01675888
66	0.01645907
67	0.01601489
68	0.01558095
69	0.01518368
70	0.01480651
71	0.01435691
72	0.01403829
73	0.01354949
74	0.01315426
75	0.01264712
76	0.01224816
77	0.01192049
78	0.01170796
79	0.01155060
80	0.01126274
81	0.01101982
82	0.01077663
83	0.01044956
84	0.01021208
85	0.00999845
86	0.00971327
87	0.00947755
88	0.00916939
89	0.00892446
90	0.00862851
91	0.00836479
92	0.00809259
93	0.00782795
94	0.00756662
95	0.00732597
96	0.00709381
97	0.00686371
98	0.00663428
99	0.00642318
100	0.00622401
101	0.00605163
102	0.00591394
103	0.00577253
104	0.00559376
105	0.00543401
106	0.00527030
107	0.00509912
108	0.00493760
109	0.00478780
110	0.00463087
111	0.00449232
112	0.00435467
113	0.00421864
114	0.00408271
115	0.00395418
116	0.00382886
117	0.00370849
118	0.00359195
119	0.00348047
120	0.00337059
121	0.00326543
122	0.00316340
123	0.00306471
124	0.00297166
125	0.00288524
126	0.00279407
127	0.00271143
128	0.00262395
129	0.00254371
130	0.00246415
131	0.00238775
132	0.00231363
133	0.00224193
134	0.00217231
135	0.00210494
136	0.00203959
137	0.00197628
138	0.00191486
139	0.00185531
140	0.00179761
141	0.00174173
142	0.00168759
143	0.00163512
144	0.00158430
145	0.00153506
146	0.00148735
147	0.00144115
148	0.00139642
149	0.00135310
150	0.00131113
151	0.00127045
152	0.00123103
153	0.00119283
154	0.00115581
155	0.00111994
156	0.00108517
157	0.00105149
158	0.00101886
159	0.00098724
160	0.00095659
161	0.00092690
162	0.00089813
163	0.00087025
164	0.00084323
165	0.00081706
166	0.00079169
167	0.00076711
168	0.00074330
169	0.00072022
170	0.00069786
171	0.00067619
172	0.00065520
173	0.00063486
174	0.00061515
175	0.00059606
176	0.00057755
177	0.00055962
178	0.00054225
179	0.00052542
180	0.00050911
181	0.00049330
182	0.00047799
183	0.00046315
184	0.00044877
185	0.00043484
186	0.00042135
187	0.00040827
