0	0.00000000
1	0.00000000
2	0.00000000
3	0.00000000
4	0.00000000
5	0.00000000
6	0.00000000
7	0.00000000
8	0.00000000
9	0.00000000
10	0.00000000
11	0.00000000
12	0.00000000
13	0.01549959
14	0.09751515
15	0.07307636
16	0.07546112
17	0.05223674
18	0.04721830
19	0.04336685
20	0.04206478
21	0.03596695
22	0.03229290
23	0.02782091
24	0.02412419
25	0.02104244
26	0.01945115
27	0.01815086
28	0.01773541
29	0.01673537
30	0.01629669
31	0.01602479
32	0.01993024
33	0.02531723
34	0.02638069
35	0.02804070
36	0.02988744
37	0.02945792
38	0.02828780
39	0.02802867
40	0.02710101
41	0.02701037
42	0.02628725
43	0.02613116
44	0.02560346
45	0.02535586
46	0.02527773
47	0.02426051
48	0.02367364
49	0.02280274
50	0.02204091
51	0.02126773
52	0.02047962
53	0.01987135
54	0.01917672
55	0.01942183
56	0.01950326
57	0.01935810
58	0.01928126
59	0.01898774
60	0.01855690
61	0.01811064
62	0.01777960
63	0.01764217
64	0.01754683
65	0.01728233
66	0.01700473
67	0.01649438
68	0.01587484
69	0.01555329
70	0.01506559
71	0.01463036
72	0.01421066
73	0.01374133
74	0.01329599
75	0.01281709
76	0.01244872
77	0.01209196
78	0.01190129
79	0.01174997
80	0.01152888
81	0.01124011
82	0.01107422
83	0.01079041
84	0.01050765
85	0.01029223
86	0.00999468
87	0.00975087
88	0.00945280
89	0.00915482
90	0.00885031
91	0.00857108
92	0.00827810
93	0.00802566
94	0.00774278
95	0.00749904
96	0.00727015
97	0.00702834
98	0.00679375
99	0.00657908
100	0.00637230
101	0.00618830
102	0.00604467
103	0.00591187
104	0.00573349
105	0.00558701
106	0.00542342
107	0.00524686
108	0.00508296
109	0.00492079
110	0.00476182
111	0.00461274
112	0.00447154
113	0.00433162
114	0.00419288
115	0.00405658
116	0.00393010
117	0.00380680
118	0.00368636
119	0.00357121
120	0.00345852
121	0.00335049
122	0.00324595
123	0.00314471
124	0.00304863
125	0.00295875
126	0.00286957
127	0.00278296
128	0.00269370
129	0.00261286
130	0.00253029
131	0.00245227
132	0.00237595
133	0.00230220
134	0.00223078
135	0.00216145
136	0.00209428
137	0.00202921
138	0.00196609
139	0.00190493
140	0.00184565
141	0.00178824
142	0.00173261
143	0.00167872
144	0.00162652
145	0.00157596
146	0.00152697
147	0.00147953
148	0.00143359
149	0.00138912
150	0.00134603
151	0.00130429
152	0.00126383
153	0.00122463
154	0.00118663
155	0.00114981
156	0.00111412
157	0.00107955
158	0.00104604
159	0.00101358
160	0.00098212
161	0.00095164
162	0.00092210
163	0.00089347
164	0.00086573
165	0.00083886
166	0.00081281
167	0.00078758
168	0.00076313
169	0.00073943
170	0.00071648
171	0.00069423
172	0.00067268
173	0.00065180
174	0.00063156
175	0.00061195
176	0.00059296
177	0.00057455
178	0.00055672
179	0.00053943
180	0.00052269
181	0.00050646
182	0.00049074
183	0.00047551
184	0.00046075
185	0.00044644
186	0.00043258
187	0.00041916
