0	0.00000000
1	0.00000000
2	0.00000000
3	0.00000000
4	0.00000000
5	0.00000000
6	0.00000000
7	0.00000000
8	0.00000000
9	0.00000000
10	0.00000000
11	0.00000000
12	0.00000000
13	0.00245356
14	0.01694195
15	0.01436523
16	0.02240636
17	0.02251424
18	0.03418413
19	0.04069489
20	0.04626534
21	0.04379313
22	0.04339220
23	0.03958270
24	0.03708337
25	0.03321097
26	0.03000760
27	0.02646570
28	0.02462670
29	0.02224971
30	0.02044054
31	0.01894587
32	0.01941024
33	0.02034345
34	0.02132083
35	0.02286598
36	0.02367728
37	0.02400314
38	0.02586060
39	0.02667992
40	0.02701559
41	0.02718956
42	0.02706734
43	0.02634942
44	0.02511091
45	0.02378725
46	0.02292953
47	0.02201701
48	0.02182992
49	0.02130467
50	0.02098198
51	0.02046401
52	0.02012167
53	0.01952973
54	0.01884078
55	0.01857502
56	0.01838226
57	0.01793564
58	0.01755873
59	0.01706119
60	0.01672114
61	0.01672139
62	0.01654072
63	0.01626768
64	0.01603419
65	0.01584949
66	0.01538520
67	0.01498732
68	0.01466095
69	0.01438832
70	0.01403701
71	0.01365823
72	0.01336457
73	0.01290241
74	0.01245516
75	0.01197269
76	0.01154646
77	0.01116793
78	0.01087289
79	0.01062438
80	0.01030076
81	0.01005558
82	0.00982956
83	0.00952532
84	0.00937403
85	0.00933100
86	0.00901983
87	0.00881676
88	0.00858814
89	0.00834657
90	0.00805420
91	0.00776655
92	0.00752438
93	0.00726560
94	0.00701606
95	0.00678366
96	0.00656735
97	0.00634831
98	0.00613782
99	0.00594200
100	0.00575230
101	0.00558574
102	0.00544257
103	0.00528299
104	0.00511934
105	0.00497134
106	0.00481774
107	0.00469107
108	0.00456492
109	0.00442456
110	0.00428036
111	0.00414498
112	0.00401983
113	0.00388888
114	0.00376517
115	0.00364587
116	0.00353099
117	0.00342009
118	0.00331349
119	0.00320948
120	0.00310829
121	0.00301104
122	0.00291673
123	0.00282550
124	0.00273882
125	0.00265629
126	0.00257297
127	0.00249424
128	0.00241571
129	0.00234122
130	0.00226853
131	0.00219884
132	0.00213094
133	0.00206498
134	0.00200092
135	0.00193891
136	0.00187875
137	0.00182044
138	0.00176391
139	0.00170913
140	0.00165603
141	0.00160458
142	0.00155472
143	0.00150641
144	0.00145960
145	0.00141424
146	0.00137030
147	0.00132772
148	0.00128649
149	0.00124655
150	0.00120785
151	0.00117035
152	0.00113402
153	0.00109882
154	0.00106471
155	0.00103166
156	0.00099964
157	0.00096862
158	0.00093855
159	0.00090942
160	0.00088120
161	0.00085385
162	0.00082734
163	0.00080166
164	0.00077678
165	0.00075267
166	0.00072930
167	0.00070666
168	0.00068472
169	0.00066347
170	0.00064287
171	0.00062291
172	0.00060358
173	0.00058484
174	0.00056668
175	0.00054909
176	0.00053204
177	0.00051553
178	0.00049952
179	0.00048402
180	0.00046899
181	0.00045443
182	0.00044033
183	0.00042666
184	0.00041341
185	0.00040058
186	0.00038814
187	0.00037609
